Potential applied (V)	Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Scan	Index	WE(1).Charge (C)	Q+	Q-
-0.15899658203125	9.37667297632618	3.7896728515625E-06	-0.1588134765625	1	28	-3.08451744785998E-05		
-0.153961181640625	9.47738097607191	4.193115234375E-06	-0.153839111328125	1	29	-3.0443208743236E-05		
-0.14892578125	9.57808897581765	4.595947265625E-06	-0.1488037109375	1	30	-3.00006449833745E-05		
-0.143890380859375	9.67879697556339	4.98046875E-06	-0.143768310546875	1	31	-2.95184345304733E-05		
-0.13885498046875	9.77950497530912	5.3497314453125E-06	-0.138763427734375	1	32	-2.89982672256883E-05		
-0.133819580078125	9.88021297505486	5.7098388671875E-06	-0.133758544921875	1	33	-2.84413727058563E-05		
-0.1287841796875	9.9809209748006	6.0577392578125E-06	-0.128692626953125	1	34	-2.78488278127043E-05		
-0.123748779296875	10.0816289745463	6.396484375E-06	-0.123687744140625	1	35	-2.7221709387959E-05		
-0.11871337890625	10.1823369742921	6.72607421875E-06	-0.11865234375	1	36	-2.65609360212693E-05		
-0.113677978515625	10.2830449740378	7.04345703125E-06	-0.11358642578125	1	37	-2.58675845543621E-05		
-0.108642578125	10.3837529737835	7.3455810546875E-06	-0.108612060546875	1	38	-2.51430392381735E-05		
-0.103607177734375	10.4844609735293	7.6416015625E-06	-0.103515625	1	39	-2.4388375095441E-05		
-0.09857177734375	10.585168973275	7.9254150390625E-06	-0.098480224609375	1	40	-2.36045125348028E-05		
-0.093536376953125	10.6858769730208	8.2000732421875E-06	-0.093536376953125	1	41	-2.27925302169751E-05		
-0.0885009765625	10.7865849727665	8.4625244140625E-06	-0.08843994140625	1	42	-2.19535013457062E-05		
-0.083465576171875	10.8872929725122	8.7066650390625E-06	-0.083465576171875	1	43	-2.10889647860313E-05		
-0.07843017578125	10.988000972258	8.9385986328125E-06	-0.078460693359375	1	44	-2.02004539460177E-05		
-0.073394775390625	11.0887089720037	9.1644287109375E-06	-0.07342529296875	1	45	-1.92888946912717E-05		
-0.068359375	11.1894169717494	9.368896484375E-06	-0.068359375	1	46	-1.83556676347507E-05		
-0.063323974609375	11.2901249714952	9.5611572265625E-06	-0.0633544921875	1	47	-1.74024644366E-05		
-0.05828857421875	11.3908329712409	9.7381591796875E-06	-0.058349609375	1	48	-1.64306657097768E-05		
-0.053253173828125	11.4915409709866	9.89990234375E-06	-0.05328369140625	1	49	-1.54418103193166E-05		
-0.0482177734375	11.5922489707324	1.0040283203125E-05	-0.0480560302734375	1	50	-1.44377427204745E-05		
-0.043182373046875	11.6929569704781	1.01654052734375E-05	-0.04302978515625	1	51	-1.34203055495163E-05		
-0.03814697265625	11.7936649702239	1.02691650390625E-05	-0.03800048828125	1	52	-1.23913432616973E-05		
-0.033111572265625	11.8943729699696	1.03546142578125E-05	-0.0329498291015625	1	53	-1.13528540168772E-05		
-0.028076171875	11.9950809697153	1.0418701171875E-05	-0.027947998046875	1	54	-1.03068341559265E-05		
-0.023040771484375	12.0957889694611	1.046142578125E-05	-0.02291259765625	1	55	-9.25543645280413E-06		
-0.01800537109375	12.1964969692068	1.04827880859375E-05	-0.0178863525390625	1	56	-8.2008118624799E-06		
-0.012969970703125	12.2972049689525	1.048583984375E-05	-0.0128448486328125	1	57	-7.14495718057151E-06		
-0.0079345703125	12.3979129686983	1.0467529296875E-05	-0.00783691406250001	1	58	-6.08987147643347E-06		
-0.002899169921875	12.498620968444	1.0430908203125E-05	-0.0027923583984375	1	59	-5.03755154568353E-06		
0.00213623046875	12.5993289681898	1.03729248046875E-05	0.00224914550781249	1	60	-3.98999509343412E-06		
0.007171630859375	12.7000369679355	1.029052734375E-05	0.0072906494140625	1	61	-2.94950768875424E-06		
0.01220703125	12.8007449676812	1.0198974609375E-05	0.0123138427734375	1	62	-1.91777940017346E-06		
0.017242431640625	12.901452967427	1.00830078125E-05	0.0173675537109375	1	63	-8.96500466751604E-07		
0.02227783203125	13.0021609671727	9.9517822265625E-06	0.022406005859375	1	64	1.12331335344606E-07		
0.027313232421875	13.1028689669184	9.8052978515625E-06	0.0274383544921875	1	65	1.10717928691884E-06		
0.0323486328125	13.2035769666642	9.6435546875E-06	0.0324676513671875	1	66	2.08650681088329E-06		
0.037384033203125	13.3042849664099	9.47265625E-06	0.03751220703125	1	67	3.04908439829887E-06		
0.04241943359375	13.4049929661556	9.2926025390625E-06	0.0425445556640625	1	68	3.99399004891166E-06		
0.047454833984375	13.5057009659014	9.100341796875E-06	0.047589111328125	1	69	4.92014851261047E-06		
0.052490234375	13.6064089656471	8.905029296875E-06	0.052459716796875	1	70	5.82679103899864E-06		
0.057525634765625	13.7071169653929	8.7005615234375E-06	0.057525634765625	1	71	6.71330280965776E-06		
0.06256103515625	13.8078249651386	8.49609375E-06	0.0626220703125	1	72	7.5792231655214E-06		
0.067596435546875	13.9085329648843	8.28857421875E-06	0.067535400390625	1	73	8.42439840198494E-06		
0.0726318359375	14.0092409646301	8.0718994140625E-06	0.0726318359375	1	74	9.24821324588265E-06		
0.077667236328125	14.1099489643758	7.867431640625E-06	0.077667236328125	1	75	1.00508223113138E-05		
0.08270263671875	14.2106569641215	7.659912109375E-06	0.08270263671875	1	76	1.08326867120923E-05		
0.087738037109375	14.3113649638673	7.4462890625E-06	0.0877685546875	1	77	1.15933444249094E-05		
0.0927734375	14.412072963613	7.23876953125E-06	0.09283447265625	1	78	1.23327954497654E-05		
0.097808837890625	14.5127809633588	7.0343017578125E-06	0.09783935546875	1	79	1.30515018099686E-05		
0.10284423828125	14.6134889631045	6.829833984375E-06	0.1029052734375	1	80	1.3749616300629E-05		
0.107879638671875	14.7141969628502	6.6314697265625E-06	0.10791015625	1	81	1.44274472404504E-05		
0.1129150390625	14.814904962596	6.439208984375E-06	0.1129150390625	1	82	1.50856076288619E-05		
0.117950439453125	14.9156129623417	6.243896484375E-06	0.118011474609375	1	83	1.57242520799628E-05		
0.12298583984375	15.0163209620874	6.0638427734375E-06	0.123016357421875	1	84	1.63439963216661E-05		
0.128021240234375	15.1170289618332	5.8837890625E-06	0.128082275390625	1	85	1.69456070580054E-05		
0.133056640625	15.2177369615789	5.706787109375E-06	0.133087158203125	1	86	1.75292389030801E-05		
0.138092041015625	15.3184449613246	5.5328369140625E-06	0.13818359375	1	87	1.80951992660994E-05		
0.14312744140625	15.4191529610704	5.37109375E-06	0.143218994140625	1	88	1.86442557605915E-05		
0.148162841796875	15.5198609608161	5.206298828125E-06	0.148193359375	1	89	1.91768704098649E-05		
0.1531982421875	15.6205689605619	5.0537109375E-06	0.153228759765625	1	90	1.96935034182388E-05		
0.158233642578125	15.7212769603076	4.9041748046875E-06	0.158294677734375	1	91	2.01949223992415E-05		
0.16326904296875	15.8219849600533	4.7607421875E-06	0.163330078125	1	92	2.06815893761814E-05		
0.168304443359375	15.9226929597991	4.6234130859375E-06	0.1683349609375	1	93	2.11541191674769E-05		
0.17333984375	16.0234009595448	4.4921875E-06	0.173370361328125	1	94	2.16131265915465E-05		
0.178375244140625	16.1241089592905	4.364013671875E-06	0.178436279296875	1	95	2.20590718527092E-05		
0.18341064453125	16.2248169590363	4.241943359375E-06	0.1834716796875	1	96	2.24924151552841E-05		
0.188446044921875	16.325524958782	4.1326904296875E-06	0.1884765625	1	97	2.29141114687081E-05		
0.1934814453125	16.4262329585277	4.01519775390625E-06	0.19354248046875	1	98	2.33243899856461E-05		
0.198516845703125	16.5269409582735	3.91082763671875E-06	0.198577880859375	1	99	2.37234980886569E-05		
0.20355224609375	16.6276489580192	3.80645751953125E-06	0.20367431640625	1	100	2.41120942519046E-05		
0.208587646484375	16.728356957765	3.7066650390625E-06	0.20867919921875	1	101	2.44904094870435E-05		
0.213623046875	16.8290649575107	3.61572265625E-06	0.213714599609375	1	102	2.48591204581317E-05		
0.218658447265625	16.9297729572564	3.51959228515625E-06	0.218780517578125	1	103	2.52184127020882E-05		
0.22369384765625	17.0304809570022	3.43170166015625E-06	0.22381591796875	1	104	2.55684390140232E-05		
0.228729248046875	17.1311889567479	3.34747314453125E-06	0.228851318359375	1	105	2.59097960224608E-05		
0.2337646484375	17.2318969564936	3.2635498046875E-06	0.23382568359375	1	106	2.62426874542143E-05		
0.238800048828125	17.3326049562394	3.19122314453125E-06	0.238983154296875	1	107	2.65677117567975E-05		
0.24383544921875	17.4333129559851	3.11370849609375E-06	0.243988037109375	1	108	2.68851908913348E-05		
0.248870849609375	17.5340209557309	3.0419921875E-06	0.2490234375	1	109	2.71951539616566E-05		
0.25390625	17.6347289554766	2.97027587890625E-06	0.2540283203125	1	110	2.74978956440464E-05		
0.258941650390625	17.7354369552223	2.9071044921875E-06	0.25909423828125	1	111	2.77938452200033E-05		
0.26397705078125	17.8361449549681	2.8369140625E-06	0.264129638671875	1	112	2.80830809060717E-05		
0.269012451171875	17.9368529547138	2.77435302734375E-06	0.2691650390625	1	113	2.83656299870927E-05		
0.2740478515625	18.0375609544595	2.713623046875E-06	0.27423095703125	1	114	2.86419708572794E-05		
0.279083251953125	18.1382689542053	2.6605224609375E-06	0.279266357421875	1	115	2.89125819108449E-05		
0.28411865234375	18.238976953951	2.60284423828125E-06	0.2843017578125	1	116	2.91776123049203E-05		
0.289154052734375	18.3396849536967	2.5439453125E-06	0.289276123046875	1	117	2.94367746391799E-05		
0.294189453125	18.4403929534425	2.4969482421875E-06	0.2943115234375	1	118	2.96906036965083E-05		
0.299224853515625	18.5411009531882	2.44873046875E-06	0.29931640625	1	119	2.9939637897769E-05		
0.30426025390625	18.641808952934	2.401123046875E-06	0.304412841796875	1	120	3.01838481391314E-05		
0.309295654296875	18.7425169526797	2.3583984375E-06	0.309478759765625	1	121	3.04235090879956E-05		
0.3143310546875	18.8432249524254	2.30865478515625E-06	0.314483642578125	1	122	3.06585134239867E-05		
0.319366455078125	18.9439329521712	2.27264404296875E-06	0.319580078125	1	123	3.08892012981232E-05		
0.32440185546875	19.0446409519169	2.2344970703125E-06	0.3245849609375	1	124	3.11161529680248E-05		
0.329437255859375	19.1453489516626	2.1942138671875E-06	0.329681396484375	1	125	3.13391574309207E-05		
0.33447265625	19.2460569514084	2.152099609375E-06	0.334716796875	1	126	3.15580109599978E-05		
0.339508056640625	19.3467649511541	2.11700439453125E-06	0.339752197265625	1	127	3.177297548973E-05		
0.34454345703125	19.4474729508999	2.07977294921875E-06	0.34478759765625	1	128	3.19843020406552E-05		
0.349578857421875	19.5481809506456	2.0477294921875E-06	0.34979248046875	1	129	3.21921361319255E-05		
0.3546142578125	19.6488889503913	2.00958251953125E-06	0.354888916015625	1	130	3.23964377457742E-05		
0.359649658203125	19.7495969501371	1.9757080078125E-06	0.359832763671875	1	131	3.2597115932731E-05		
0.36468505859375	19.8503049498828	1.9439697265625E-06	0.364959716796875	1	132	3.27944871969521E-05		
0.369720458984375	19.9510129496285	1.912841796875E-06	0.3699951171875	1	133	3.29886934196111E-05		
0.374755859375	20.0517209493743	1.87896728515625E-06	0.374969482421875	1	134	3.31796254613437E-05		
0.379791259765625	20.15242894912	1.849365234375E-06	0.38006591796875	1	135	3.33673597197048E-05		
0.38482666015625	20.2531369488657	1.81793212890625E-06	0.385040283203125	1	136	3.35520235239528E-05		
0.389862060546875	20.3538449486115	1.78924560546875E-06	0.390106201171875	1	137	3.37336605298333E-05		
0.3948974609375	20.4545529483572	1.75933837890625E-06	0.395172119140625	1	138	3.39123471349012E-05		
0.399932861328125	20.555260948103	1.7327880859375E-06	0.400146484375	1	139	3.4088188840542E-05		
0.40496826171875	20.6559689478487	1.705322265625E-06	0.4051513671875	1	140	3.42613093380351E-05		
0.410003662109375	20.7566769475944	1.67694091796875E-06	0.410247802734375	1	141	3.44316213158891E-05		
0.4150390625	20.8573849473402	1.6583251953125E-06	0.415313720703125	1	142	3.45995649695396E-05		
0.420074462890625	20.9580929470859	1.629638671875E-06	0.4202880859375	1	143	3.47651257470716E-05		
0.42510986328125	21.0588009468316	1.60552978515625E-06	0.425384521484375	1	144	3.49280308000743E-05		
0.430145263671875	21.1595089465774	1.585693359375E-06	0.43035888671875	1	145	3.50887203239836E-05		
0.4351806640625	21.2602169463231	1.5625E-06	0.43536376953125	1	146	3.52472452505026E-05		
0.440216064453125	21.3609249460688	1.54083251953125E-06	0.440460205078125	1	147	3.54035109921824E-05		
0.44525146484375	21.4616329458146	1.52191162109375E-06	0.445526123046875	1	148	3.55577321897727E-05		
0.450286865234375	21.5623409455603	1.50390625E-06	0.450592041015625	1	149	3.57100943801925E-05		
0.455322265625	21.6630489453061	1.48590087890625E-06	0.455596923828125	1	150	3.58606448571663E-05		
0.460357666015625	21.7637569450518	1.46514892578125E-06	0.460601806640625	1	151	3.60092417395208E-05		
0.46539306640625	21.8644649447975	1.448974609375E-06	0.465667724609375	1	152	3.61559796147048E-05		
0.470428466796875	21.9651729445433	1.4306640625E-06	0.470703125	1	153	3.63009785360191E-05		
0.4754638671875	22.065880944289	1.41632080078125E-06	0.4757080078125	1	154	3.64443367288914E-05		
0.480499267578125	22.1665889440347	1.3995361328125E-06	0.48077392578125	1	155	3.65861269528978E-05		
0.48553466796875	22.2672969437805	1.3848876953125E-06	0.485809326171875	1	156	3.67263346561231E-05		
0.490570068359375	22.3680049435262	1.36993408203125E-06	0.4908447265625	1	157	3.68650507880375E-05		
0.49560546875	22.468712943272	1.35711669921875E-06	0.495849609375	1	158	3.70023662981112E-05		
0.500640869140625	22.5694209430177	1.3409423828125E-06	0.500885009765625	1	159	3.7138226616662E-05		
0.50567626953125	22.6701289427634	1.328125E-06	0.505950927734375	1	160	3.72726244677324E-05		
0.510711669921875	22.7708369425092	1.31378173828125E-06	0.51092529296875	1	161	3.74056544387713E-05		
0.5157470703125	22.8715449422549	1.30157470703125E-06	0.516021728515625	1	162	3.7537349271588E-05		
0.520782470703125	22.9722529420006	1.28875732421875E-06	0.521026611328125	1	163	3.76677817257587E-05		
0.52581787109375	23.0729609417464	1.27716064453125E-06	0.526031494140625	1	164	3.77969845430925E-05		
0.530853271484375	23.1736689414921	1.26678466796875E-06	0.531097412109375	1	165	3.79250850528479E-05		
0.535888671875	23.2743769412378	1.25885009765625E-06	0.536163330078125	1	166	3.80522578780074E-05		
0.540924072265625	23.3750849409836	1.25091552734375E-06	0.541229248046875	1	167	3.81786376237869E-05		
0.54595947265625	23.4757929407293	1.2396240234375E-06	0.54620361328125	1	168	3.8304046029225E-05		
0.550994873046875	23.5765009404751	1.234130859375E-06	0.55126953125	1	169	3.8428606785601E-05		
0.5560302734375	23.6772089402208	1.22528076171875E-06	0.556304931640625	1	170	3.8552450860152E-05		
0.561065673828125	23.7779169399665	1.21856689453125E-06	0.56134033203125	1	171	3.86755054933019E-05		
0.56610107421875	23.8786249397123	1.21246337890625E-06	0.56640625	1	172	3.87979198421817E-05		
0.571136474609375	23.979332939458	1.2054443359375E-06	0.5714111328125	1	173	3.89196684409399E-05		
0.576171875	24.0800409392037	1.19964599609375E-06	0.57647705078125	1	174	3.90407767554279E-05		
0.581207275390625	24.1807489389495	1.19293212890625E-06	0.581512451171875	1	175	3.91612520616036E-05		
0.58624267578125	24.2814569386952	1.1907958984375E-06	0.586578369140625	1	176	3.92812835343648E-05		
0.591278076171875	24.382164938441	1.1846923828125E-06	0.591583251953125	1	177	3.94008966395631E-05		
0.5963134765625	24.4828729381867	1.17919921875E-06	0.596527099609375	1	178	3.95199276681524E-05		
0.601348876953125	24.5835809379324	1.17462158203125E-06	0.60162353515625	1	179	3.96384530176874E-05		
0.60638427734375	24.6842889376782	1.1749267578125E-06	0.606689453125	1	180	3.97567637264729E-05		
0.611419677734375	24.7849969374239	1.168212890625E-06	0.611724853515625	1	181	3.98747470171656E-05		
0.616455078125	24.8857049371696	1.1669921875E-06	0.616729736328125	1	182	3.99923374061473E-05		
0.621490478515625	24.9864129369154	1.16119384765625E-06	0.62176513671875	1	183	4.0109567635227E-05		
0.62652587890625	25.0871209366611	1.1614990234375E-06	0.6268310546875	1	184	4.02265250158962E-05		
0.631561279296875	25.1878289364068	1.1602783203125E-06	0.631805419921875	1	185	4.03434351028409E-05		
0.6365966796875	25.2885369361526	1.15997314453125E-06	0.63690185546875	1	186	4.04602724302094E-05		
0.641632080078125	25.3892449358983	1.16363525390625E-06	0.641937255859375	1	187	4.05772734666243E-05		
0.64666748046875	25.4899529356441	1.162109375E-06	0.646942138671875	1	188	4.06943836424034E-05		
0.651702880859375	25.5906609353898	1.16546630859375E-06	0.652008056640625	1	189	4.08115884056315E-05		
0.65673828125	25.6913689351355	1.168212890625E-06	0.657012939453125	1	190	4.09290987590794E-05		
0.661773681640625	25.7920769348813	1.17218017578125E-06	0.662017822265625	1	191	4.10469438065775E-05		
0.66680908203125	25.892784934627	1.1785888671875E-06	0.667022705078125	1	192	4.11653163610026E-05		
0.671844482421875	25.9934929343727	1.18621826171875E-06	0.67205810546875	1	193	4.12843946833163E-05		
0.6768798828125	26.0942009341185	1.18621826171875E-06	0.677154541015625	1	194	4.14038549934048E-05		
0.681915283203125	26.1949089338642	1.199951171875E-06	0.682159423828125	1	195	4.15240065194666E-05		
0.68695068359375	26.2956169336099	1.20635986328125E-06	0.687225341796875	1	196	4.16451766795944E-05		
0.691986083984375	26.3963249333557	1.2176513671875E-06	0.6922607421875	1	197	4.17672345065512E-05		
0.697021484375	26.4970329331014	1.22528076171875E-06	0.697265625	1	198	4.18902454839554E-05		
0.702056884765625	26.5977409328472	1.23809814453125E-06	0.702301025390625	1	199	4.2014286009362E-05		
0.70709228515625	26.6984489325929	1.25091552734375E-06	0.7073974609375	1	200	4.21396180172451E-05		
0.712127685546875	26.7991569323386	1.265869140625E-06	0.712371826171875	1	201	4.22663470089901E-05		
0.7171630859375	26.8998649320844	1.2811279296875E-06	0.7174072265625	1	202	4.23946003138553E-05		
0.722198486328125	27.0005729318301	1.2969970703125E-06	0.722442626953125	1	203	4.25244179496076E-05		
0.72723388671875	27.1012809315758	1.319580078125E-06	0.727447509765625	1	204	4.2656174628064E-05		
0.732269287109375	27.2019889313216	1.34063720703125E-06	0.73248291015625	1	205	4.27901250077412E-05		
0.7373046875	27.3026969310673	1.361083984375E-06	0.737518310546875	1	206	4.29261708632112E-05		
0.742340087890625	27.4034049308131	1.38519287109375E-06	0.7425537109375	1	207	4.30644540756475E-05		
0.74737548828125	27.5041129305588	1.41021728515625E-06	0.747589111328125	1	208	4.32052147516515E-05		
0.752410888671875	27.6048209303045	1.4404296875E-06	0.753173828125	1	209	4.33487548434641E-05		
0.7574462890625	27.7055289300503	1.4715576171875E-06	0.75775146484375	1	210	4.34953872172628E-05		
0.762481689453125	27.806236929796	1.50604248046875E-06	0.76324462890625	1	211	4.36453192378394E-05		
0.76751708984375	27.9069449295417	1.54327392578125E-06	0.76812744140625	1	212	4.37988674093504E-05		
0.772552490234375	28.0076529292875	1.5887451171875E-06	0.7733154296875	1	213	4.39565774286166E-05		
0.777587890625	28.1083609290332	1.634521484375E-06	0.777587890625	1	214	4.41188785771374E-05		
0.782623291015625	28.2090689287789	1.68731689453125E-06	0.7830810546875	1	215	4.42861492047086E-05		
0.78765869140625	28.3097769285247	1.74346923828125E-06	0.78857421875	1	216	4.44589022663422E-05		
0.792694091796875	28.4104849282704	1.80206298828125E-06	0.79315185546875	1	217	4.46374324383214E-05		
0.7977294921875	28.5111929280162	1.86767578125E-06	0.79833984375	1	218	4.48222199338488E-05		
0.802764892578125	28.6119009277619	1.942138671875E-06	0.80322265625	1	219	4.50140578323044E-05		
0.80780029296875	28.7126089275076	2.0166015625E-06	0.80810546875	1	220	4.52133972430602E-05		
0.812835693359375	28.8133169272534	2.09808349609375E-06	0.81329345703125	1	221	4.54205874120817E-05		
0.81787109375	28.9140249269991	2.19085693359375E-06	0.8184814453125	1	222	4.56365523859859E-05		
0.822906494140625	29.0147329267448	2.28759765625E-06	0.82305908203125	1	223	4.58620634162799E-05		
0.82794189453125	29.1154409264906	2.3992919921875E-06	0.8282470703125	1	224	4.60980663774535E-05		
0.832977294921875	29.2161489262363	2.50946044921875E-06	0.833740234375	1	225	4.63452415715437E-05		
0.8380126953125	29.3168569259821	2.63336181640625E-06	0.83831787109375	1	226	4.66042038169689E-05		
0.843048095703125	29.4175649257278	2.76458740234375E-06	0.8428955078125	1	227	4.6876011765562E-05		
0.84808349609375	29.5182729254735	2.90557861328125E-06	0.848388671875	1	228	4.71615276183002E-05		
0.853118896484375	29.6189809252193	3.057861328125E-06	0.8538818359375	1	229	4.74618100270163E-05		
0.858154296875	29.719688924965	3.221435546875E-06	0.858154296875	1	230	4.77779976790771E-05		
0.863189697265625	29.8203969247107	3.3966064453125E-06	0.86334228515625	1	231	4.81112401757855E-05		
0.86822509765625	29.9211049244565	3.583984375E-06	0.8685302734375	1	232	4.84627416881267E-05		
0.873260498046875	30.0218129242022	3.78387451171875E-06	0.8740234375	1	233	4.88337427668739E-05		
0.8782958984375	30.1225209239479	3.9996337890625E-06	0.87890625	1	234	4.92256731376983E-05		
0.883331298828125	30.2232289236937	4.23309326171875E-06	0.8843994140625	1	235	4.96402244607452E-05		
0.88836669921875	30.3239369234394	4.4708251953125E-06	0.8892822265625	1	236	5.0078502681572E-05		
0.893402099609375	30.4246449231852	4.7332763671875E-06	0.8935546875	1	237	5.05419666296802E-05		
0.8984375	30.5253529229309	5.0140380859375E-06	0.8990478515625	1	238	5.10327809024602E-05		
0.903472900390625	30.6260609226766	5.3131103515625E-06	0.90362548828125	1	239	5.15527935931459E-05		
0.8984375	30.7267689224224	4.65087890625E-06	0.8990478515625	1	240	5.20545218023472E-05		
0.893402099609375	30.8274769221681	4.1259765625E-06	0.8941650390625	1	241	5.24964707437903E-05		
0.88836669921875	30.9281849219138	3.66729736328125E-06	0.88958740234375	1	242	5.28888922417536E-05		
0.883331298828125	31.0288929216596	3.2818603515625E-06	0.8837890625	1	243	5.32388112333138E-05		
0.8782958984375	31.1296009214053	2.94586181640625E-06	0.87890625	1	244	5.35524013685063E-05		
0.873260498046875	31.230308921151	2.65106201171875E-06	0.87371826171875	1	245	5.3834228310734E-05		
0.86822509765625	31.3310169208968	2.38922119140625E-06	0.86944580078125	1	246	5.4088028264232E-05		
0.863189697265625	31.4317249206425	2.15667724609375E-06	0.8636474609375	1	247	5.4316933528753E-05		
0.858154296875	31.5324329203883	1.94915771484375E-06	0.85906982421875	1	248	5.45236762263812E-05		
0.853118896484375	31.633140920134	1.76483154296875E-06	0.85357666015625	1	249	5.47106938029174E-05		
0.84808349609375	31.7338489198797	1.600341796875E-06	0.848388671875	1	250	5.48801435797941E-05		
0.843048095703125	31.8345569196255	1.45111083984375E-06	0.84381103515625	1	251	5.50337936147116E-05		
0.8380126953125	31.9352649193712	1.318359375E-06	0.838623046875	1	252	5.51732482563239E-05		
0.832977294921875	32.0359729191169	1.19873046875E-06	0.83404541015625	1	253	5.52999954379629E-05		
0.82794189453125	32.1366809188627	1.09161376953125E-06	0.8282470703125	1	254	5.54153230041265E-05		
0.822906494140625	32.2373889186084	9.92431640625E-07	0.82366943359375	1	255	5.55202605028171E-05		
0.81787109375	32.3380969183542	9.02099609375E-07	0.8184814453125	1	256	5.56156592210755E-05		
0.812835693359375	32.4388049180999	8.23974609375E-07	0.81329345703125	1	257	5.57025741727557E-05		
0.80780029296875	32.5395129178456	7.5469970703125E-07	0.80841064453125	1	258	5.57820676476695E-05		
0.802764892578125	32.6402209175914	6.89697265625E-07	0.80322265625	1	259	5.58547981199808E-05		
0.7977294921875	32.7409289173371	6.2774658203125E-07	0.7977294921875	1	260	5.59211366635282E-05		
0.792694091796875	32.8416369170828	5.76171875E-07	0.79315185546875	1	261	5.59817599423695E-05		
0.78765869140625	32.9423449168286	5.291748046875E-07	0.78857421875	1	262	5.60374173801392E-05		
0.782623291015625	33.0430529165743	4.8431396484375E-07	0.7830810546875	1	263	5.60884509468451E-05		
0.777587890625	33.14376091632	4.4921875E-07	0.77880859375	1	264	5.61354572710115E-05		
0.772552490234375	33.2444689160658	4.119873046875E-07	0.7733154296875	1	265	5.61788219783921E-05		
0.76751708984375	33.3451769158115	3.7841796875E-07	0.76812744140625	1	266	5.62186214665417E-05		
0.762481689453125	33.4458849155573	3.4942626953125E-07	0.7635498046875	1	267	5.62552741030231E-05		
0.7574462890625	33.546592915303	3.2440185546875E-07	0.75836181640625	1	268	5.6289201893378E-05		
0.752410888671875	33.6473009150487	3.0029296875E-07	0.75347900390625	1	269	5.6320659496123E-05		
0.74737548828125	33.7480089147945	2.7801513671875E-07	0.74761962890625	1	270	5.63497778784949E-05		
0.742340087890625	33.8487169145402	2.5299072265625E-07	0.7425537109375	1	271	5.63765170227271E-05		
0.7373046875	33.9494249142859	2.3834228515625E-07	0.737518310546875	1	272	5.64012589165941E-05		
